date,spd,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,P_batt_W,P_mech_waste_W,SoC,Motor_Eff
2022-09-04 13:32:14+00:00,8.654003361,,,,,29.02315558440319,0.0,0.39343646032349916,0.4199899862422064
2022-09-04 13:32:16+00:00,8.566002573,,,,,28.88268458364858,0.0,0.39340436845173954,0.414946623653593
2022-09-04 13:32:18+00:00,8.47800197,,,,,28.74069322362573,0.0,0.3933724343481577,0.40996168674274847
2022-09-04 13:32:20+00:00,8.390001508,,,,,28.59715661492654,0.0,0.3933406597296967,0.4050347318261945
2022-09-04 13:32:22+00:00,8.302001155,,,,,28.452049341784146,0.0,0.3933090463415391,0.4001653115116613
2022-09-04 13:32:24+00:00,8.214000884,,,,,28.305345436368327,0.0,0.39327759595772094,0.39535297492803345
2022-09-04 13:32:26+00:00,8.126000677,,,,,28.157018370496292,0.0,0.3932463103817537,0.39059726909346965
2022-09-04 13:32:28+00:00,8.038000518,,,,,28.007041028449773,0.0,0.3932151914472777,0.3858977388477269
2022-09-04 13:32:30+00:00,7.950000397,,,,,27.855385697551178,0.0,0.39318424101872484,0.38125392737978636
2022-09-04 13:32:32+00:00,7.862000304,,,,,27.702024041134155,0.0,0.3931534609920125,0.37666537674165695
2022-09-04 13:32:34+00:00,7.774000233,,,,,27.546927087971447,0.0,0.39312285329524804,0.37213162834505614
2022-09-04 13:32:36+00:00,7.686000178,,,,,27.390065207243694,0.0,0.3930924198894622,0.3676522232908045
2022-09-04 13:32:38+00:00,7.598000136,,,,,27.23140809510024,0.0,0.3930621627693565,0.3632267020065582
2022-09-04 13:32:40+00:00,7.510000104,,,,,27.070924749939902,0.0,0.3930320839640788,0.35885460411157044
2022-09-04 13:32:42+00:00,7.42200008,,,,,26.908583454067795,0.0,0.39300218553801874,0.35453546900100363
2022-09-04 13:32:44+00:00,7.334000061,,,,,26.744351749145146,0.0,0.3929724695916308,0.35026883600906794
2022-09-04 13:32:46+00:00,7.246000047,,,,,26.578196422040683,0.0,0.39294293826227294,0.3037860272556505
2022-09-04 13:32:48+00:00,7.158000036,,,,,26.41008347315532,0.0,0.39291359372508056,0.15892211146058519
2022-09-04 13:32:50+00:00,6.903410284,,,,,0.0,1.8161748212353295,0.39291359372508056,0.07377799319738312
2022-09-04 13:32:52+00:00,6.423214008,,,,,0.0,7.179848506799069,0.39291359372508056,0.3032184424196533
2022-09-04 13:32:54+00:00,5.823726325,,,,,0.0,10.060434246857264,0.39291359372508056,0.42272026384511246
2022-09-04 13:32:56+00:00,5.156656643,,,,,0.0,10.789245846329576,0.39291359372508056,0.38627631814601715
2022-09-04 13:32:58+00:00,4.448400262,,,,,0.0,9.648108336482792,0.39291359372508056,0.3353912868756515
2022-09-04 13:33:00+00:00,3.713301769,,,,,0.0,5.4195042938602365,0.39291359372508056,0.23288604231841428
2022-09-04 13:33:02+00:00,3.140660452,,,,0.49,0.0,1.6559769040106376,0.39291359372508056,0.07116036567821263
2022-09-04 13:33:04+00:00,3.180445706,,,,,0.0,1.528269275712513,0.39291359372508056,0.06567253459338163
2022-09-04 13:33:06+00:00,2.777915293,,,,,0.0,3.236206640086662,0.39291359372508056,0.13906573658188376
2022-09-04 13:33:08+00:00,1.923902084,,,,,0.0,2.5676202004920667,0.39291359372508056,0.11033535066054728
2022-09-04 13:33:10+00:00,1.4869277,,,,,0.0,0.6694395814094436,0.39291359372508056,0.028767046990324202
2022-09-04 13:33:12+00:00,1.396145484,,,,,24.495849150797607,0.0,0.392886376114913,0.032475889179033164
2022-09-04 13:33:14+00:00,1.240617314,,,,,24.49584915079761,0.0,0.39285915850474545,0.0723063267256067
2022-09-04 13:33:16+00:00,1.228378044,,,,,28.371010822644447,0.0,0.39282763515938696,0.091323452782691
2022-09-04 13:33:18+00:00,1.637394181,,,,,30.11280271123812,0.0,0.3927941764897078,0.12329953508822772
2022-09-04 13:33:20+00:00,1.714601977,,,,,24.49584915079761,0.0,0.3927669588795403,0.11696390151194935
2022-09-04 13:33:22+00:00,1.63191785,,,,,24.495849150797614,0.0,0.3927397412693727,0.058146519765340424
2022-09-04 13:33:24+00:00,1.468660401,,,,,24.495849150797614,0.0,0.39271252365920517,0.031455154407728406
2022-09-04 13:33:26+00:00,1.262311301,,,,,24.49584915079761,0.0,0.3926853060490376,0.030457216216249836
2022-09-04 13:33:28+00:00,1.092462898,,,,,24.495849150797614,0.0,0.39265808843887007,0.050632800630626196
2022-09-04 13:33:30+00:00,1.091479147,,,,,24.49584915079761,0.0,0.3926308708287025,0.07056606240748603
2022-09-04 13:33:32+00:00,1.310358051,,,,,24.495849150797603,0.0,0.39260365321853496,0.0754362963596978
2022-09-04 13:33:34+00:00,1.197082724,,,,,24.495849150797607,0.0,0.3925764356083674,0.03937580868772838
2022-09-04 13:33:36+00:00,0.949594584,,,,,24.495849150797607,0.0,0.39254921799819986,0.01572555616303123
2022-09-04 13:33:38+00:00,0.767380575,,,,,24.495849150797607,0.0,0.3925220003880323,0.01715443872666852
2022-09-04 13:33:40+00:00,0.628853685,,,,,24.49584915079761,0.0,0.39249478277786476,0.022181824577845087
2022-09-04 13:33:42+00:00,0.561217174,,,,,24.495849150797614,0.0,0.3924675651676972,0.026277661025691727
2022-09-04 13:33:44+00:00,0.540479829,,,,,24.49584915079761,0.0,0.39244034755752966,0.03002241165853747
2022-09-04 13:33:46+00:00,0.544998625,,,,,24.495849150797603,0.0,0.3924131299473621,0.033083771864704015
2022-09-04 13:33:48+00:00,0.564120362,,,,,24.49584915079761,0.0,0.39238591233719455,0.03593279574723795
2022-09-04 13:33:50+00:00,0.592318568,,,,,24.495849150797607,0.0,0.392358694727027,0.03883592041692918
2022-09-04 13:33:52+00:00,0.626530875,,,,,24.495849150797607,0.0,0.39233147711685945,0.04185945242711685
2022-09-04 13:33:54+00:00,0.664932143,,,,,24.495849150797614,0.0,0.3923042595066919,0.045342979519387615
